Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event,Rider_normalized,Race Title,Conditions,Temperature,Track Conditions,Humidity,Ground Temp,Avg_Position_Last3,Podiums_Last5,Points_Streak,circuit_file,file,length_km,width_m,right corners,left corners,Race_Number_Season,Rider_Experience,Points_numeric,Season_Points_So_Far,Championship_Position,Team_Avg_Position,Difficult_Conditions,Rider_Circuit_Avg,Podio
4,ND,S. GibernauS. Gibernau,,+11.889,Event cze,2002.0,cze,Gibernaus,Event cze,,,,,,13.0,0.0,3.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,106,1.0,0.0,0.0,1.0,,0,,0
13,ND,S. GibernauS. Gibernau,,+0.000,Event esp,2002.0,esp,Gibernaus,Event esp,,,,,,10.0,0.0,4.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,107,1.0,0.0,0.0,1.0,,0,,0
12,ND,S. GibernauS. Gibernau,,+25.919,Event fra,2002.0,fra,Gibernaus,Event fra,,,,,,10.0,0.0,5.0,,,,,,,108,1.0,0.0,0.0,1.0,,0,,0
6,ND,S. GibernauS. Gibernau,,+28.400,Event gbr,2002.0,gbr,Gibernaus,Event gbr,,,,,,9.666666666666666,0.0,6.0,,,,,,,109,1.0,0.0,0.0,1.0,,0,,0
13,ND,S. GibernauS. Gibernau,,+0.000,Event hun,2002.0,hun,Gibernaus,Event hun,,,,,,9.0,0.0,8.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,111,1.0,0.0,0.0,1.0,,0,,0
13,ND,S. GibernauS. Gibernau,,+0.000,Event qat,2002.0,qat,Gibernaus,Event qat,,,,,,13.0,0.0,11.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,114,1.0,0.0,0.0,1.0,,0,,0
13,ND,S. GibernauS. Gibernau,,+0.000,Event tha,2002.0,tha,Gibernaus,Event tha,,,,,,13.0,0.0,12.0,,,,,,,115,1.0,0.0,0.0,1.0,,0,,0
13,ND,S. GibernauS. Gibernau,,+0.000,Event usa,2002.0,usa,Gibernaus,Event usa,,,,,,13.0,0.0,13.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,116,1.0,0.0,0.0,1.0,,0,,0
2,ND,S. GibernauS. Gibernau,,+0.681,Event ara,2003.0,ara,Gibernaus,Event ara,,,,,,13.0,0.0,14.0,,,,,,,121,2.0,0.0,0.0,1.0,,0,13.0,1
2,ND,S. GibernauS. Gibernau,,+0.681,Event arg,2003.0,arg,Gibernaus,Event arg,,,,,,9.333333333333334,1.0,15.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,122,2.0,0.0,0.0,1.0,,0,13.0,1
2,ND,S. GibernauS. Gibernau,,+0.681,Event aut,2003.0,aut,Gibernaus,Event aut,,,,,,5.666666666666667,2.0,16.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,123,2.0,0.0,0.0,1.0,,0,13.0,1
2,ND,S. GibernauS. Gibernau,,+0.042,Event cze,2003.0,cze,Gibernaus,Event cze,,,,,,2.0,3.0,17.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,124,2.0,0.0,0.0,1.0,,0,4.0,1
2,ND,S. GibernauS. Gibernau,,+0.681,Event esp,2003.0,esp,Gibernaus,Event esp,,,,,,2.0,4.0,18.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,125,2.0,0.0,0.0,1.0,,0,13.0,1
1,ND,S. GibernauS. Gibernau,,24:29.665,Event fra,2003.0,fra,Gibernaus,Event fra,,,,,,2.0,5.0,19.0,,,,,,,126,2.0,0.0,0.0,1.0,,0,12.0,1
2,ND,S. GibernauS. Gibernau,,+7.138,Event gbr,2003.0,gbr,Gibernaus,Event gbr,,,,,,1.6666666666666667,5.0,20.0,,,,,,,127,2.0,0.0,0.0,1.0,,0,6.0,1
1,ND,S. GibernauS. Gibernau,,42:41.180,Event ger,2003.0,ger,Gibernaus,Event ger,,,,,,1.6666666666666667,5.0,21.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,128,2.0,0.0,0.0,1.0,,0,,1
2,ND,S. GibernauS. Gibernau,,+0.681,Event hun,2003.0,hun,Gibernaus,Event hun,,,,,,1.3333333333333333,5.0,22.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,129,2.0,0.0,0.0,1.0,,0,13.0,1
7,ND,S. GibernauS. Gibernau,,+14.253,Event ita,2003.0,ita,Gibernaus,Event ita,,,,,,1.6666666666666667,5.0,23.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,130,2.0,0.0,0.0,1.0,,0,,0
1,ND,S. GibernauS. Gibernau,,42:39.006,Event ned,2003.0,ned,Gibernaus,Event ned,,,,,,3.3333333333333335,4.0,24.0,,,,,,,131,2.0,0.0,0.0,1.0,,0,,1
2,ND,S. GibernauS. Gibernau,,+0.681,Event qat,2003.0,qat,Gibernaus,Event qat,,,,,,3.3333333333333335,4.0,25.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,132,2.0,0.0,0.0,1.0,,0,13.0,1
2,ND,S. GibernauS. Gibernau,,+0.681,Event tha,2003.0,tha,Gibernaus,Event tha,,,,,,3.3333333333333335,4.0,26.0,,,,,,,133,2.0,0.0,0.0,1.0,,0,13.0,1
2,ND,S. GibernauS. Gibernau,,+0.681,Event usa,2003.0,usa,Gibernaus,Event usa,,,,,,1.6666666666666667,4.0,27.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,134,2.0,0.0,0.0,1.0,,0,13.0,1
4,ND,S. GibernauS. Gibernau,,+6.128,Event ara,2004.0,ara,Gibernaus,Event ara,,,,,,2.0,4.0,28.0,,,,,,,143,3.0,0.0,0.0,1.0,,0,7.5,0
4,ND,S. GibernauS. Gibernau,,+6.128,Event arg,2004.0,arg,Gibernaus,Event arg,,,,,,2.6666666666666665,4.0,29.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,144,3.0,0.0,0.0,1.0,,0,7.5,0
4,ND,S. GibernauS. Gibernau,,+6.128,Event aut,2004.0,aut,Gibernaus,Event aut,,,,,,3.3333333333333335,3.0,30.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,145,3.0,0.0,0.0,1.0,,0,7.5,0
1,ND,S. GibernauS. Gibernau,,44:03.480,Event cze,2004.0,cze,Gibernaus,Event cze,,,,,,4.0,2.0,31.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,146,3.0,0.0,0.0,1.0,,0,3.0,1
4,ND,S. GibernauS. Gibernau,,+6.128,Event esp,2004.0,esp,Gibernaus,Event esp,,,,,,3.0,2.0,32.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,147,3.0,0.0,0.0,1.0,,0,7.5,0
1,ND,S. GibernauS. Gibernau,,44:22.750,Event fra,2004.0,fra,Gibernaus,Event fra,,,,,,3.0,1.0,33.0,,,,,,,148,3.0,0.0,0.0,1.0,,0,6.5,1
3,ND,S. GibernauS. Gibernau,,+4.426,Event gbr,2004.0,gbr,Gibernaus,Event gbr,,,,,,2.0,2.0,34.0,,,,,,,149,3.0,0.0,0.0,1.0,,0,4.0,1
4,ND,S. GibernauS. Gibernau,,+6.128,Event hun,2004.0,hun,Gibernaus,Event hun,,,,,,2.0,3.0,36.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,151,3.0,0.0,0.0,1.0,,0,7.5,0
2,ND,S. GibernauS. Gibernau,,+0.361,Event ita,2004.0,ita,Gibernaus,Event ita,,,,,,3.5,2.0,37.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,152,3.0,0.0,0.0,1.0,,0,7.0,1
2,ND,S. GibernauS. Gibernau,,+0.456,Event ned,2004.0,ned,Gibernaus,Event ned,,,,,,3.0,3.0,38.0,,,,,,,153,3.0,0.0,0.0,1.0,,0,1.0,1
1,ND,S. GibernauS. Gibernau,,44:01.741,Event qat,2004.0,qat,Gibernaus,Event qat,,,,,,2.6666666666666665,3.0,39.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,154,3.0,0.0,0.0,1.0,,0,7.5,1
4,ND,S. GibernauS. Gibernau,,+6.128,Event tha,2004.0,tha,Gibernaus,Event tha,,,,,,1.6666666666666667,3.0,40.0,,,,,,,155,3.0,0.0,0.0,1.0,,0,7.5,0
4,ND,S. GibernauS. Gibernau,,+6.128,Event usa,2004.0,usa,Gibernaus,Event usa,,,,,,2.3333333333333335,3.0,41.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,156,3.0,0.0,0.0,1.0,,0,7.5,0
14,2,16J. Goorbergh16J. Goorbergh,,+77.993,Event fra,2005.0,fra,Goorbergh,,,,,,,,,0.0,,,,,,,137,1.0,2.0,2.0,1.0,,0,,0
7,ND,J. GoorberghJ. Goorbergh,,+63.814,Event ara,2002.0,ara,Goorberghj,Event ara,,,,,,,,0.0,,,,,,,117,1.0,0.0,0.0,1.0,,0,,0
7,ND,J. GoorberghJ. Goorbergh,,+63.814,Event arg,2002.0,arg,Goorberghj,Event arg,,,,,,7.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,118,1.0,0.0,0.0,1.0,,0,,0
7,ND,J. GoorberghJ. Goorbergh,,+63.814,Event aut,2002.0,aut,Goorberghj,Event aut,,,,,,7.0,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,119,1.0,0.0,0.0,1.0,,0,,0
12,ND,J. GoorberghJ. Goorbergh,,+38.670,Event cze,2002.0,cze,Goorberghj,Event cze,,,,,,7.0,0.0,3.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,120,1.0,0.0,0.0,1.0,,0,,0
7,ND,J. GoorberghJ. Goorbergh,,+63.814,Event esp,2002.0,esp,Goorberghj,Event esp,,,,,,8.666666666666666,0.0,4.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,121,1.0,0.0,0.0,1.0,,0,,0
15,ND,J. GoorberghJ. Goorbergh,,+30.342,Event fra,2002.0,fra,Goorberghj,Event fra,,,,,,8.666666666666666,0.0,5.0,,,,,,,122,1.0,0.0,0.0,1.0,,0,,0
15,ND,J. GoorberghJ. Goorbergh,,+54.866,Event gbr,2002.0,gbr,Goorberghj,Event gbr,,,,,,11.333333333333334,0.0,6.0,,,,,,,123,1.0,0.0,0.0,1.0,,0,,0
12,ND,J. GoorberghJ. Goorbergh,,+45.404,Event ger,2002.0,ger,Goorberghj,Event ger,,,,,,12.333333333333334,0.0,7.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,124,1.0,0.0,0.0,1.0,,0,,0
7,ND,J. GoorberghJ. Goorbergh,,+63.814,Event hun,2002.0,hun,Goorberghj,Event hun,,,,,,14.0,0.0,8.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,125,1.0,0.0,0.0,1.0,,0,,0
14,ND,J. GoorberghJ. Goorbergh,,+79.800,Event ita,2002.0,ita,Goorberghj,Event ita,,,,,,11.333333333333334,0.0,9.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,126,1.0,0.0,0.0,1.0,,0,,0
10,ND,J. GoorberghJ. Goorbergh,,+48.100,Event ned,2002.0,ned,Goorberghj,Event ned,,,,,,11.0,0.0,10.0,,,,,,,127,1.0,0.0,0.0,1.0,,0,,0
7,ND,J. GoorberghJ. Goorbergh,,+63.814,Event qat,2002.0,qat,Goorberghj,Event qat,,,,,,10.333333333333334,0.0,11.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,128,1.0,0.0,0.0,1.0,,0,,0
7,ND,J. GoorberghJ. Goorbergh,,+63.814,Event tha,2002.0,tha,Goorberghj,Event tha,,,,,,10.333333333333334,0.0,12.0,,,,,,,129,1.0,0.0,0.0,1.0,,0,,0
7,ND,J. GoorberghJ. Goorbergh,,+63.814,Event usa,2002.0,usa,Goorberghj,Event usa,,,,,,8.0,0.0,13.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,130,1.0,0.0,0.0,1.0,,0,,0
12,4,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+40.892,Event cze,2008.0,cze,Guintolialice,Event cze,Cloudy,20º,Dry,33%,29º,,,0.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,54,1.0,4.0,4.0,1.0,7.0,0,,0
13,3,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+48.731,Event gbr,2008.0,gbr,Guintolialice,Event gbr,Partly Cloudy,20º,Dry,22%,26º,12.0,0.0,1.0,,,,,,,55,1.0,3.0,7.0,1.0,12.0,0,,0
11,5,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+39.621,Event ita,2008.0,ita,Guintolialice,Event ita,Sunny,29º,Dry,30%,42º,12.5,0.0,2.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,56,1.0,5.0,12.0,1.0,11.5,0,,0
10,6,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+38.817,Event ned,2008.0,ned,Guintolialice,Event ned,Partly Cloudy,20º,Dry,62%,24º,12.0,0.0,3.0,,,,,,,57,1.0,6.0,18.0,1.0,11.0,0,,0
15,1,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+58.930,Event qat,2008.0,qat,Guintolialice,Event qat,Sunny,18º,Dry,58%,19º,11.333333333333334,0.0,4.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,58,1.0,1.0,19.0,1.0,14.5,0,,0
12,4,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+55.273,Event usa,2008.0,usa,Guintolialice,Event usa,Sunny,21º,Dry,42%,34º,12.0,0.0,5.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,59,1.0,4.0,23.0,1.0,9.5,0,,0
11,5,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+38.763,Event ara,2007.0,ara,Guintolidunlop,Event ara,Sunny,19º,Dry,43%,25º,,,0.0,,,,,,,61,1.0,5.0,5.0,1.0,13.0,0,,0
11,5,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+38.763,Event arg,2007.0,arg,Guintolidunlop,Event arg,Sunny,19º,Dry,43%,25º,11.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,62,1.0,5.0,10.0,1.0,13.0,0,,0
11,5,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+38.763,Event aut,2007.0,aut,Guintolidunlop,Event aut,Sunny,19º,Dry,43%,25º,11.0,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,63,1.0,5.0,15.0,1.0,13.0,0,,0
11,5,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+38.763,Event esp,2007.0,esp,Guintolidunlop,Event esp,Sunny,19º,Dry,43%,25º,11.0,0.0,3.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,64,1.0,5.0,20.0,1.0,13.0,0,,0
10,6,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+0.000,Event fra,2007.0,fra,Guintolidunlop,,,,,,,11.0,0.0,4.0,,,,,,,65,1.0,6.0,26.0,1.0,9.5,0,,0
11,5,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+38.763,Event hun,2007.0,hun,Guintolidunlop,Event hun,Sunny,19º,Dry,43%,25º,10.5,0.0,6.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,67,1.0,5.0,31.0,1.0,13.0,0,,0
14,2,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+45.098,Event ita,2007.0,ita,Guintolidunlop,Event ita,Sunny,24º,Dry,20%,29º,10.5,0.0,7.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,68,1.0,2.0,33.0,1.0,14.5,0,,0
14,2,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+57.718,Event ned,2007.0,ned,Guintolidunlop,Event ned,Sunny,21º,Dry,38%,32º,12.5,0.0,8.0,,,,,,,69,1.0,2.0,35.0,1.0,13.5,0,,0
15,1,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+51.639,Event qat,2007.0,qat,Guintolidunlop,Event qat,Sunny,29º,Dry,11%,45º,13.0,0.0,9.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,70,1.0,1.0,36.0,1.0,15.5,0,,0
11,5,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+38.763,Event tha,2007.0,tha,Guintolidunlop,Event tha,Sunny,19º,Dry,43%,25º,14.333333333333334,0.0,10.0,,,,,,,71,1.0,5.0,41.0,1.0,13.0,0,,0
13,3,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+58.410,Event usa,2007.0,usa,Guintolidunlop,,,,,,,13.333333333333334,0.0,11.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,72,1.0,3.0,44.0,1.0,10.5,0,,0
17,ND,50S. Guintoli50S. GuintoliPramac Racing Team,Pramac Racing Team,+0.000,Event ger,2011.0,ger,Guintolipramac,Event ger,Cloudy,21º,Dry,49%,29º,,,0.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,111,1.0,0.0,0.0,1.0,15.0,0,,0
17,ND,S. GuintoliS. Guintoli,,+73.465,Event cze,2002.0,cze,Guintolis,Event cze,,,,,,,,0.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,131,1.0,0.0,0.0,1.0,,0,,0
12,4,S. GuintoliS. Guintoli,,+52.350,Event ara,2008.0,ara,Guintolis,Event ara,Sunny,26º,Dry,41%,34º,17.0,0.0,1.0,,,,,,,60,7.0,4.0,4.0,1.0,,0,,0
12,4,S. GuintoliS. Guintoli,,+52.350,Event arg,2008.0,arg,Guintolis,Event arg,Sunny,26º,Dry,41%,34º,14.5,0.0,2.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,61,7.0,4.0,8.0,1.0,,0,,0
12,4,S. GuintoliS. Guintoli,,+52.350,Event aut,2008.0,aut,Guintolis,Event aut,Sunny,26º,Dry,41%,34º,13.666666666666666,0.0,3.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,62,7.0,4.0,12.0,1.0,,0,,0
12,4,S. GuintoliS. Guintoli,,+52.350,Event esp,2008.0,esp,Guintolis,Event esp,Sunny,26º,Dry,41%,34º,12.0,0.0,4.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,63,7.0,4.0,16.0,1.0,,0,,0
12,4,S. GuintoliS. Guintoli,,+52.350,Event tha,2008.0,tha,Guintolis,Event tha,Sunny,26º,Dry,41%,34º,12.0,0.0,5.0,,,,,,,64,7.0,4.0,20.0,1.0,,0,,0
15,1,50S. Guintoli50S. GuintoliTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+66.878,Event fra,2017.0,fra,Guintoliteam,Event fra,Partly Cloudy,21º,Dry,50%,37º,,,0.0,,,,,,,116,1.0,1.0,1.0,1.0,12.5,0,,0
17,ND,50S. Guintoli50S. GuintoliTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+46.294,Event ita,2017.0,ita,Guintoliteam,Event ita,Partly Cloudy,25º,Dry,58%,42º,15.0,0.0,0.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,117,1.0,0.0,1.0,1.0,13.5,0,,0
19,ND,50S. Guintoli50S. GuintoliTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+42.411,Event cze,2018.0,cze,Guintoliteam,Event cze,Cloudy,28º,Dry,44%,41º,16.0,0.0,0.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,76,2.0,0.0,0.0,1.0,13.333333333333334,0,,0
20,ND,50S. Guintoli50S. GuintoliTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+48.938,Event cze,2019.0,cze,Guintoliteam,Event cze,Partly Cloudy,23º,Wet,43%,28º,17.0,0.0,0.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,72,3.0,0.0,0.0,1.0,12.0,0,19.0,0
12,4,50S. Guintoli50S. GuintoliTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+45.478,Event gbr,2019.0,gbr,Guintoliteam,Event gbr,Partly Cloudy,31º,Dry,27%,44º,18.666666666666668,0.0,1.0,,,,,,,73,3.0,4.0,4.0,1.0,6.5,0,,0
11,5,12J. Hacking12J. HackingKawasaki Racing Team,Kawasaki Racing Team,+46.258,Event usa,2008.0,usa,Hackingkawasaki,Event usa,Sunny,21º,Dry,42%,34º,,,0.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,65,1.0,5.0,5.0,1.0,14.0,0,,0
15,ND,N. HagaN. Haga,,+66.154,Event ara,2003.0,ara,Hagan,Event ara,,,,,,,,0.0,,,,,,,135,1.0,0.0,0.0,1.0,,0,,0
15,ND,N. HagaN. Haga,,+66.154,Event arg,2003.0,arg,Hagan,Event arg,,,,,,15.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,136,1.0,0.0,0.0,1.0,,0,,0
15,ND,N. HagaN. Haga,,+66.154,Event aut,2003.0,aut,Hagan,Event aut,,,,,,15.0,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,137,1.0,0.0,0.0,1.0,,0,,0
13,ND,N. HagaN. Haga,,+39.531,Event cze,2003.0,cze,Hagan,Event cze,,,,,,15.0,0.0,3.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,138,1.0,0.0,0.0,1.0,,0,,0
15,ND,N. HagaN. Haga,,+66.154,Event esp,2003.0,esp,Hagan,Event esp,,,,,,14.333333333333334,0.0,4.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,139,1.0,0.0,0.0,1.0,,0,,0
8,ND,N. HagaN. Haga,,+36.231,Event fra,2003.0,fra,Hagan,Event fra,,,,,,14.333333333333334,0.0,5.0,,,,,,,140,1.0,0.0,0.0,1.0,,0,,0
7,ND,N. HagaN. Haga,,+27.662,Event gbr,2003.0,gbr,Hagan,Event gbr,,,,,,12.0,0.0,6.0,,,,,,,141,1.0,0.0,0.0,1.0,,0,,0
15,ND,N. HagaN. Haga,,+66.154,Event hun,2003.0,hun,Hagan,Event hun,,,,,,7.5,0.0,8.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,143,1.0,0.0,0.0,1.0,,0,,0
15,ND,N. HagaN. Haga,,+66.154,Event qat,2003.0,qat,Hagan,Event qat,,,,,,15.0,0.0,11.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,146,1.0,0.0,0.0,1.0,,0,,0
15,ND,N. HagaN. Haga,,+66.154,Event tha,2003.0,tha,Hagan,Event tha,,,,,,15.0,0.0,12.0,,,,,,,147,1.0,0.0,0.0,1.0,,0,,0
15,ND,N. HagaN. Haga,,+66.154,Event usa,2003.0,usa,Hagan,Event usa,,,,,,15.0,0.0,13.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,148,1.0,0.0,0.0,1.0,,0,,0
14,ND,T. HaradaT. Harada,,+0.000,Event ara,2002.0,ara,Haradat,Event ara,,,,,,,,0.0,,,,,,,132,1.0,0.0,0.0,1.0,,0,,0
14,ND,T. HaradaT. Harada,,+0.000,Event arg,2002.0,arg,Haradat,Event arg,,,,,,14.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,133,1.0,0.0,0.0,1.0,,0,,0
14,ND,T. HaradaT. Harada,,+0.000,Event aut,2002.0,aut,Haradat,Event aut,,,,,,14.0,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,134,1.0,0.0,0.0,1.0,,0,,0
15,ND,T. HaradaT. Harada,,+62.171,Event cze,2002.0,cze,Haradat,Event cze,,,,,,14.0,0.0,3.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,135,1.0,0.0,0.0,1.0,,0,,0
14,ND,T. HaradaT. Harada,,+0.000,Event esp,2002.0,esp,Haradat,Event esp,,,,,,14.333333333333334,0.0,4.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,136,1.0,0.0,0.0,1.0,,0,,0
11,ND,T. HaradaT. Harada,,+49.458,Event gbr,2002.0,gbr,Haradat,Event gbr,,,,,,14.5,0.0,6.0,,,,,,,138,1.0,0.0,0.0,1.0,,0,,0
14,ND,T. HaradaT. Harada,,+0.000,Event hun,2002.0,hun,Haradat,Event hun,,,,,,11.0,0.0,8.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,140,1.0,0.0,0.0,1.0,,0,,0
10,ND,T. HaradaT. Harada,,+30.759,Event ita,2002.0,ita,Haradat,Event ita,,,,,,12.5,0.0,9.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,141,1.0,0.0,0.0,1.0,,0,,0
13,ND,T. HaradaT. Harada,,+51.758,Event ned,2002.0,ned,Haradat,Event ned,,,,,,12.0,0.0,10.0,,,,,,,142,1.0,0.0,0.0,1.0,,0,,0
14,ND,T. HaradaT. Harada,,+0.000,Event qat,2002.0,qat,Haradat,Event qat,,,,,,12.333333333333334,0.0,11.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,143,1.0,0.0,0.0,1.0,,0,,0
14,ND,T. HaradaT. Harada,,+0.000,Event tha,2002.0,tha,Haradat,Event tha,,,,,,12.333333333333334,0.0,12.0,,,,,,,144,1.0,0.0,0.0,1.0,,0,,0
14,ND,T. HaradaT. Harada,,+0.000,Event usa,2002.0,usa,Haradat,Event usa,,,,,,13.666666666666666,0.0,13.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,145,1.0,0.0,0.0,1.0,,0,,0
6,10,69N. Hayden69N. Hayden,,+21.770,Event fra,2005.0,fra,Hayden,,,,,,,,,0.0,,,,,,,138,1.0,10.0,10.0,1.0,,0,,0
